,City,Date,no2,o3,pm10,pm25,humidity,pressure,temperature,TotalCases,Population
1535,Plymouth,19/04/2020,3.8,29.7,24.0,70.0,73.4,1018.8,12.3,215.0,262100.0
1538,Sheffield,19/04/2020,5.3,30.2,12.0,33.0,77.0,1021.9,7.2,1773.0,584853.0
1539,Southend-on-Sea,19/04/2020,2.7,30.8,16.0,39.0,65.6,1019.8,11.6,262.0,183125.0
1540,Swansea,19/04/2020,1.9,30.1,17.0,46.0,64.5,1020.0,13.1,1261.0,246993.0
1541,Belfast,19/05/2020,8.4,20.4,10.0,17.0,82.0,1020.0,15.0,1286.0,340220.0
1542,Birmingham,19/05/2020,2.2,25.0,7.0,14.0,78.2,1022.5,15.5,3129.0,1141816.0
1543,Bristol,19/05/2020,9.2,26.6,14.0,34.0,79.0,1023.7,15.3,690.0,463377.0
1544,Cardiff,19/05/2020,2.8,23.9,10.0,17.0,82.7,1023.8,13.2,2573.0,366903.0
1545,Coventry,19/05/2020,2.1,25.4,7.0,17.0,68.0,1022.0,17.0,792.0,371521.0
1546,Edinburgh,19/05/2020,4.6,22.4,4.0,11.0,85.1,1018.1,14.4,2575.0,524930.0
1547,Glasgow,19/05/2020,4.6,20.8,6.0,13.0,89.0,1021.0,14.0,3759.0,633120.0
1548,Leeds,19/05/2020,4.7,24.8,8.0,20.0,31.7,1193.5,15.8,1764.0,793139.0
1549,Leicester,19/05/2020,6.2,21.3,9.0,15.0,70.0,1021.2,15.6,840.0,354224.0
1550,Liverpool,19/05/2020,3.9,26.3,11.0,17.0,66.2,1020.0,15.2,1575.0,498042.0
1551,London,19/05/2020,9.6,20.7,12.0,30.0,58.8,1022.7,19.5,26677.0,8961989.0
1553,Manchester,19/05/2020,6.4,20.1,11.0,24.0,80.0,1021.8,14.5,1499.0,552858.0
1554,Newport,19/05/2020,3.7,26.0,10.0,30.0,72.7,1020.7,15.1,2473.0,154676.0
1556,Plymouth,19/05/2020,3.9,26.4,9.0,34.0,73.1,1025.2,14.7,353.0,262100.0
1558,Reading,19/05/2020,2.9,25.8,8.0,9.0,58.8,1022.7,18.2,574.0,161780.0
1559,Sheffield,19/05/2020,4.4,24.1,10.0,24.0,73.2,1017.2,15.9,2507.0,584853.0
1561,Swansea,19/05/2020,3.2,26.0,11.0,30.0,82.2,1025.5,12.5,1840.0,246993.0
1583,Birmingham,20/03/2020,6.6,23.6,10.0,21.0,86.2,1030.2,4.4,213.0,1141816.0
1584,Bristol,20/03/2020,5.2,24.8,13.0,25.0,80.7,1028.7,6.2,28.0,463377.0
1585,Cardiff,20/03/2020,5.2,24.0,9.0,17.0,77.5,1028.0,5.5,68.0,366903.0
1586,Coventry,20/03/2020,4.4,26.5,8.0,19.0,85.6,1029.0,4.8,27.0,371521.0
1587,Edinburgh,20/03/2020,10.1,26.0,9.0,17.0,78.0,1035.1,3.8,40.0,524930.0
1588,Glasgow,20/03/2020,15.1,19.9,10.0,21.0,78.0,1036.0,3.6,91.0,633120.0
1589,Leeds,20/03/2020,7.7,26.7,19.0,30.0,83.0,1032.5,3.0,35.0,793139.0
1590,Leicester,20/03/2020,4.9,21.9,9.0,20.0,79.0,1030.9,3.8,21.0,354224.0
1591,Liverpool,20/03/2020,8.7,23.9,10.0,23.0,67.3,1030.0,6.0,45.0,498042.0
1592,London,20/03/2020,7.2,23.1,12.0,25.0,76.5,1028.1,6.9,2733.0,8961989.0
1594,Manchester,20/03/2020,9.4,17.9,18.0,32.0,72.1,1031.8,5.5,39.0,552858.0
1595,Newport,20/03/2020,5.6,26.4,7.0,19.0,84.6,1025.9,5.1,197.0,154676.0
1597,Plymouth,20/03/2020,5.0,24.8,10.0,33.0,69.8,1025.2,7.6,14.0,262100.0
1600,Sheffield,20/03/2020,9.8,22.9,14.0,30.0,79.9,1025.2,4.8,132.0,584853.0
1602,Swansea,20/03/2020,2.3,27.7,10.0,21.0,68.7,1028.8,6.6,48.0,246993.0
1604,Birmingham,20/04/2020,2.7,32.4,17.0,34.0,56.2,1018.9,12.5,2373.0,1141816.0
1605,Bristol,20/04/2020,3.7,28.7,19.0,42.0,67.2,1017.4,10.5,507.0,463377.0
1606,Cardiff,20/04/2020,2.8,30.5,17.0,34.0,66.8,1016.9,10.1,1933.0,366903.0
1607,Coventry,20/04/2020,2.7,32.5,15.0,32.0,63.6,1019.0,9.7,568.0,371521.0
1608,Edinburgh,20/04/2020,3.2,32.9,11.0,21.0,81.1,1027.1,7.5,1399.0,524930.0
1609,Glasgow,20/04/2020,3.2,30.5,10.0,21.0,68.5,1027.0,8.5,2020.0,633120.0
1610,Leeds,20/04/2020,2.8,35.1,14.0,25.0,66.2,1022.4,8.8,1034.0,793139.0
1611,Leicester,20/04/2020,4.4,29.4,15.0,35.0,72.0,1020.3,7.7,534.0,354224.0
1612,Liverpool,20/04/2020,3.4,33.0,17.0,25.0,60.2,1019.9,10.0,1226.0,498042.0
1613,London,20/04/2020,7.4,26.3,21.0,41.0,57.1,1017.0,12.0,22689.0,8961989.0
1615,Manchester,20/04/2020,4.6,30.0,19.0,34.0,63.6,1022.1,9.0,989.0,552858.0
1616,Newport,20/04/2020,4.6,30.1,16.0,30.0,66.6,1015.3,10.1,1906.0,154676.0
1618,Plymouth,20/04/2020,4.5,36.0,18.0,50.0,51.7,1014.4,13.3,224.0,262100.0
1621,Sheffield,20/04/2020,6.8,29.7,17.0,37.0,72.7,1014.7,8.2,1837.0,584853.0
1622,Southend-on-Sea,20/04/2020,3.6,28.3,21.0,43.0,62.3,1017.5,12.7,269.0,183125.0
1623,Swansea,20/04/2020,2.3,35.8,17.0,30.0,51.5,1017.4,11.9,1293.0,246993.0
1624,Belfast,20/05/2020,6.0,19.5,11.0,30.0,84.0,1018.0,11.5,1290.0,340220.0
1625,Birmingham,20/05/2020,7.7,25.3,13.0,28.0,57.5,1021.0,18.1,3141.0,1141816.0
1626,Bristol,20/05/2020,10.1,25.0,16.0,38.0,65.5,1021.1,16.2,693.0,463377.0
1627,Cardiff,20/05/2020,4.6,19.9,12.0,30.0,67.0,1021.4,16.3,2590.0,366903.0
1628,Coventry,20/05/2020,4.9,30.8,11.0,28.0,57.7,1020.5,17.9,794.0,371521.0
1629,Edinburgh,20/05/2020,4.6,26.6,7.0,17.0,69.4,1018.4,17.6,2584.0,524930.0
1630,Glasgow,20/05/2020,4.6,17.1,10.0,21.0,79.5,1020.0,15.0,3780.0,633120.0
1631,Leeds,20/05/2020,8.0,30.0,20.0,34.0,10.7,1192.4,22.3,1771.0,793139.0
1632,Leicester,20/05/2020,6.9,24.8,16.0,31.0,59.5,1019.6,18.7,850.0,354224.0
1633,Liverpool,20/05/2020,6.2,24.6,15.0,39.0,63.0,1018.0,16.5,1581.0,498042.0
1634,London,20/05/2020,11.7,19.9,14.0,36.0,52.6,1021.0,21.2,26735.0,8961989.0
1636,Manchester,20/05/2020,8.7,19.5,20.0,53.0,65.5,1019.7,18.5,1516.0,552858.0
1637,Newport,20/05/2020,6.9,25.2,13.0,38.0,72.7,1018.3,14.1,2485.0,154676.0
1639,Plymouth,20/05/2020,5.6,26.0,12.0,40.0,68.2,1021.0,16.7,354.0,262100.0
1641,Reading,20/05/2020,3.3,20.8,8.0,9.0,51.1,1020.8,18.5,576.0,161780.0
1642,Sheffield,20/05/2020,5.9,26.5,14.0,30.0,65.0,1013.7,19.6,2514.0,584853.0
1643,Southend-on-Sea,20/05/2020,5.5,24.9,12.0,34.0,58.6,1021.0,21.9,373.0,183125.0
1644,Swansea,20/05/2020,6.9,21.3,20.0,34.0,75.0,1021.2,14.5,1841.0,246993.0
1666,Birmingham,21/03/2020,4.2,25.3,10.0,21.0,76.5,1026.9,4.0,243.0,1141816.0
1667,Bristol,21/03/2020,4.2,25.3,13.0,30.0,71.8,1025.6,5.5,36.0,463377.0
1668,Cardiff,21/03/2020,3.7,26.9,11.0,17.0,71.9,1024.8,5.3,86.0,366903.0
1669,Coventry,21/03/2020,2.8,28.6,9.0,20.0,72.8,1026.3,4.2,36.0,371521.0
1670,Edinburgh,21/03/2020,3.7,28.8,10.0,17.0,72.0,1030.7,3.8,44.0,524930.0
1671,Glasgow,21/03/2020,6.9,25.2,10.0,17.0,69.0,1032.0,4.4,110.0,633120.0
1672,Leeds,21/03/2020,4.2,28.2,15.0,27.0,72.1,1029.0,5.0,41.0,793139.0
1673,Leicester,21/03/2020,1.7,25.8,9.0,19.0,76.5,1027.7,3.0,26.0,354224.0
1674,Liverpool,21/03/2020,3.3,26.7,11.0,21.0,68.1,1026.2,5.0,59.0,498042.0
1675,London,21/03/2020,7.1,21.2,15.0,29.0,72.0,1025.7,6.5,3083.0,8961989.0
1677,Manchester,21/03/2020,5.5,20.6,16.0,30.0,70.0,1028.4,4.7,42.0,552858.0
1678,Newport,21/03/2020,4.6,29.7,10.0,21.0,75.5,1022.7,4.1,231.0,154676.0
1680,Plymouth,21/03/2020,3.9,25.3,19.0,53.0,78.1,1021.5,6.7,16.0,262100.0
1682,Reading,21/03/2020,6.4,23.2,14.0,17.0,64.2,1025.0,5.5,19.0,161780.0
1683,Sheffield,21/03/2020,8.7,26.4,14.0,28.0,76.0,1024.5,3.8,169.0,584853.0
1684,Southend-on-Sea,21/03/2020,2.7,27.5,13.0,30.0,63.5,1026.4,6.8,9.0,183125.0
1685,Swansea,21/03/2020,3.2,28.1,11.0,17.0,51.2,1025.4,6.6,53.0,246993.0
1687,Birmingham,21/04/2020,3.0,32.5,21.0,41.0,71.2,1018.5,9.8,2431.0,1141816.0
1688,Bristol,21/04/2020,4.6,30.5,23.0,50.0,61.0,1016.6,13.4,521.0,463377.0
1689,Cardiff,21/04/2020,3.2,31.7,20.0,38.0,64.5,1015.8,13.0,1982.0,366903.0
1690,Coventry,21/04/2020,2.9,35.1,19.0,41.0,71.0,1018.8,11.1,591.0,371521.0
1691,Edinburgh,21/04/2020,3.2,32.7,12.0,25.0,80.5,1027.5,8.1,1426.0,524930.0
1692,Glasgow,21/04/2020,3.2,32.8,11.0,21.0,69.1,1027.5,9.5,2085.0,633120.0
1693,Leeds,21/04/2020,3.4,36.3,19.0,35.0,66.2,1022.2,9.6,1106.0,793139.0
1694,Leicester,21/04/2020,3.8,28.5,19.0,42.0,76.2,1018.9,8.3,550.0,354224.0
1695,Liverpool,21/04/2020,4.2,33.1,20.0,36.0,65.0,1019.5,11.1,1254.0,498042.0
1696,London,21/04/2020,7.4,26.5,26.0,44.0,55.5,1016.4,13.0,23030.0,8961989.0
1698,Manchester,21/04/2020,5.1,30.3,25.0,40.0,67.5,1020.9,10.1,1017.0,552858.0
1699,Newport,21/04/2020,6.9,33.8,20.0,39.0,69.3,1014.1,11.8,1945.0,154676.0
1701,Plymouth,21/04/2020,5.6,34.0,23.0,48.0,53.2,1014.0,12.7,240.0,262100.0
1704,Sheffield,21/04/2020,6.8,31.3,22.0,45.0,71.7,1014.1,9.3,1877.0,584853.0
1705,Southend-on-Sea,21/04/2020,4.2,29.7,26.0,51.0,59.6,1017.0,13.4,274.0,183125.0
1706,Swansea,21/04/2020,2.8,36.2,23.0,34.0,51.0,1016.5,14.4,1337.0,246993.0
1707,Belfast,21/05/2020,7.4,27.3,14.0,31.0,78.5,1016.0,12.5,1294.0,340220.0
1708,Birmingham,21/05/2020,3.6,34.3,12.0,27.0,59.3,1018.7,18.1,3148.0,1141816.0
1710,Cardiff,21/05/2020,5.1,29.7,14.0,38.0,70.4,1018.5,17.0,2604.0,366903.0
1711,Coventry,21/05/2020,3.2,38.7,9.0,22.0,61.0,1018.1,18.6,800.0,371521.0
1712,Edinburgh,21/05/2020,6.9,33.9,7.0,17.0,61.5,1015.8,13.7,2611.0,524930.0
1713,Glasgow,21/05/2020,7.4,25.6,9.0,21.0,69.5,1017.5,13.8,3806.0,633120.0
1714,Leeds,21/05/2020,5.9,37.2,14.0,21.0,11.5,1190.6,18.0,1795.0,793139.0
1715,Leicester,21/05/2020,5.8,33.8,10.0,21.0,60.2,1017.6,17.2,856.0,354224.0
1716,Liverpool,21/05/2020,5.6,33.6,15.0,34.0,64.4,1016.6,17.1,1588.0,498042.0
1717,London,21/05/2020,12.5,27.5,17.0,41.0,51.5,1018.8,21.5,26784.0,8961989.0
1719,Manchester,21/05/2020,7.8,27.3,20.0,43.0,59.4,1017.7,17.7,1523.0,552858.0
1720,Newport,21/05/2020,6.4,32.9,17.0,44.0,68.0,1016.2,17.2,2495.0,154676.0
1724,Reading,21/05/2020,3.6,37.8,11.0,9.0,47.3,1018.9,19.5,578.0,161780.0
1725,Sheffield,21/05/2020,5.3,38.1,12.0,25.0,57.2,1011.2,17.5,2519.0,584853.0
1727,Swansea,21/05/2020,4.9,30.9,20.0,38.0,72.7,1019.7,17.2,1844.0,246993.0
1747,Swansea,22/02/2020,4.6,30.1,33.0,50.0,95.0,1021.3,8.7,0.0,246993.0
1749,Birmingham,22/03/2020,4.7,24.0,14.0,41.0,73.5,1027.1,4.7,269.0,1141816.0
1750,Bristol,22/03/2020,4.3,22.1,17.0,53.0,69.0,1026.1,6.1,41.0,463377.0
1751,Cardiff,22/03/2020,5.1,22.0,15.0,38.0,65.3,1025.4,6.8,98.0,366903.0
1752,Coventry,22/03/2020,4.0,26.0,14.0,39.0,73.0,1026.4,4.7,42.0,371521.0
1753,Edinburgh,22/03/2020,6.4,26.4,17.0,50.0,72.6,1028.0,4.0,46.0,524930.0
1754,Glasgow,22/03/2020,8.3,20.4,16.0,46.0,75.0,1029.0,3.0,130.0,633120.0
1755,Leeds,22/03/2020,5.6,23.4,22.0,51.0,65.2,1028.2,5.3,52.0,793139.0
1756,Leicester,22/03/2020,3.8,22.9,13.0,40.0,81.0,1028.1,2.3,33.0,354224.0
1757,Liverpool,22/03/2020,3.2,24.6,14.0,40.0,69.0,1025.9,5.8,72.0,498042.0
1758,London,22/03/2020,8.1,18.9,16.0,40.0,70.0,1026.1,6.6,3519.0,8961989.0
1760,Manchester,22/03/2020,7.4,21.0,19.0,45.0,68.2,1028.3,4.1,46.0,552858.0
1761,Newport,22/03/2020,6.7,24.8,15.0,46.0,71.7,1023.2,5.0,269.0,154676.0
1765,Reading,22/03/2020,7.8,19.3,18.0,30.0,59.1,1024.4,6.1,22.0,161780.0
1766,Sheffield,22/03/2020,8.2,24.8,17.0,46.0,76.6,1022.0,3.8,212.0,584853.0
1767,Southend-on-Sea,22/03/2020,3.3,26.0,16.0,45.0,65.0,1026.8,6.8,13.0,183125.0
1768,Swansea,22/03/2020,4.2,24.8,14.0,38.0,59.5,1026.4,6.8,61.0,246993.0
1770,Birmingham,22/04/2020,4.1,33.4,27.0,53.0,68.0,1021.1,11.1,2480.0,1141816.0
1771,Bristol,22/04/2020,6.9,27.1,27.0,57.0,67.0,1019.8,13.8,542.0,463377.0
1772,Cardiff,22/04/2020,3.7,31.7,27.0,53.0,68.1,1018.9,13.6,2027.0,366903.0
1773,Coventry,22/04/2020,3.1,36.8,24.0,51.0,71.9,1021.3,10.0,601.0,371521.0
1774,Edinburgh,22/04/2020,3.4,31.7,15.0,31.0,86.5,1027.9,8.5,1515.0,524930.0
1775,Glasgow,22/04/2020,4.2,31.2,15.0,30.0,71.0,1028.0,10.0,2174.0,633120.0
1776,Leeds,22/04/2020,3.9,34.1,24.0,46.0,70.0,1023.5,10.0,1155.0,793139.0
1777,Leicester,22/04/2020,5.6,27.4,23.0,51.0,70.0,1021.1,9.4,571.0,354224.0
1778,Liverpool,22/04/2020,4.9,33.8,26.0,50.0,61.0,1020.5,12.5,1275.0,498042.0
1779,London,22/04/2020,8.7,26.7,27.0,54.0,54.0,1019.0,14.3,23304.0,8961989.0
1781,Manchester,22/04/2020,6.9,30.8,29.0,53.0,66.1,1022.7,11.6,1041.0,552858.0
1782,Newport,22/04/2020,8.3,32.9,28.0,54.0,67.7,1017.0,12.4,1979.0,154676.0
1784,Plymouth,22/04/2020,7.1,33.2,30.0,62.0,57.0,1017.8,15.2,257.0,262100.0
1787,Sheffield,22/04/2020,7.6,31.1,27.0,54.0,72.1,1015.1,10.5,1920.0,584853.0
1788,Southend-on-Sea,22/04/2020,5.5,28.2,29.0,57.0,59.5,1019.6,15.4,279.0,183125.0
1789,Swansea,22/04/2020,5.5,32.9,38.0,59.0,63.7,1019.8,13.6,1381.0,246993.0
1790,Belfast,22/05/2020,3.7,27.7,15.0,30.0,64.0,1000.0,13.0,1299.0,340220.0
1791,Birmingham,22/05/2020,1.4,27.7,18.0,39.0,62.6,1012.3,15.4,3164.0,1141816.0
1792,Bristol,22/05/2020,4.2,28.0,32.0,46.0,67.4,1014.8,15.5,694.0,463377.0
1793,Cardiff,22/05/2020,1.9,26.0,27.0,42.0,75.7,1015.1,13.6,2621.0,366903.0
1794,Coventry,22/05/2020,1.4,31.1,20.0,41.0,57.6,1012.8,16.1,803.0,371521.0
1795,Edinburgh,22/05/2020,2.3,29.3,14.0,30.0,66.9,999.6,13.3,2634.0,524930.0
1796,Glasgow,22/05/2020,2.8,26.9,16.0,38.0,72.4,1002.0,13.0,3841.0,633120.0
1797,Leeds,22/05/2020,2.6,29.1,26.0,35.0,10.0,1181.4,16.5,1806.0,793139.0
1798,Leicester,22/05/2020,4.3,27.4,22.0,40.0,58.5,1011.2,15.8,862.0,354224.0
1799,Liverpool,22/05/2020,1.2,28.7,25.0,38.0,59.8,1007.2,15.3,1591.0,498042.0
1800,London,22/05/2020,5.5,25.5,22.0,41.0,55.0,1014.8,18.8,26824.0,8961989.0
1802,Manchester,22/05/2020,2.8,25.2,21.0,39.0,58.8,1009.2,15.5,1531.0,552858.0
1803,Newport,22/05/2020,1.9,28.5,30.0,55.0,77.6,1011.5,13.8,2504.0,154676.0
1805,Plymouth,22/05/2020,1.6,28.8,32.0,57.0,80.0,1017.5,14.0,355.0,262100.0
1807,Reading,22/05/2020,2.7,29.2,23.0,21.0,50.1,1014.6,17.8,580.0,161780.0
1808,Sheffield,22/05/2020,2.8,27.9,19.0,36.0,61.8,1004.7,15.5,2522.0,584853.0
1809,Southend-on-Sea,22/05/2020,1.9,30.0,21.0,36.0,61.5,1014.4,18.3,375.0,183125.0
1810,Swansea,22/05/2020,6.0,23.5,41.0,57.0,84.0,1015.3,13.8,1847.0,246993.0
1830,Swansea,23/02/2020,3.7,24.4,11.0,21.0,79.0,1018.2,9.5,0.0,246993.0
1832,Birmingham,23/03/2020,13.9,14.0,19.0,52.0,67.5,1025.5,5.3,334.0,1141816.0
1833,Bristol,23/03/2020,10.8,20.2,26.0,61.0,65.0,1025.5,6.2,50.0,463377.0
1834,Cardiff,23/03/2020,8.3,21.6,19.0,46.0,67.1,1024.9,6.1,128.0,366903.0
1835,Coventry,23/03/2020,8.5,21.3,16.0,46.0,62.9,1025.0,5.4,53.0,371521.0
1836,Edinburgh,23/03/2020,8.3,25.9,18.0,53.0,57.5,1021.2,8.3,59.0,524930.0
1837,Glasgow,23/03/2020,11.1,21.6,23.0,57.0,65.0,1023.0,8.0,152.0,633120.0
1838,Leeds,23/03/2020,12.6,16.2,27.0,57.0,66.9,1025.3,6.0,69.0,793139.0
1839,Leicester,23/03/2020,4.2,22.3,15.0,43.0,72.2,1025.8,3.3,44.0,354224.0
1840,Liverpool,23/03/2020,6.4,21.0,21.0,54.0,64.3,1023.5,7.0,90.0,498042.0
1841,London,23/03/2020,15.5,14.2,20.0,48.0,59.2,1026.3,6.6,4206.0,8961989.0
1843,Manchester,23/03/2020,15.9,14.3,24.0,53.0,60.2,1025.1,7.4,58.0,552858.0
1844,Newport,23/03/2020,11.9,20.8,18.0,50.0,73.7,1022.6,5.2,330.0,154676.0
1846,Plymouth,23/03/2020,5.4,26.2,19.0,48.0,74.2,1023.5,6.6,19.0,262100.0
1848,Reading,23/03/2020,10.5,19.9,18.0,42.0,50.6,1024.6,6.6,26.0,161780.0
1849,Sheffield,23/03/2020,11.5,16.7,20.0,53.0,70.0,1020.7,5.2,273.0,584853.0
1850,Southend-on-Sea,23/03/2020,5.5,25.3,17.0,45.0,54.2,1026.8,7.9,19.0,183125.0
1851,Swansea,23/03/2020,6.4,26.0,20.0,42.0,61.0,1025.3,7.2,71.0,246993.0
1853,Birmingham,23/04/2020,5.3,31.2,23.0,51.0,70.0,1021.0,12.7,2528.0,1141816.0
1854,Bristol,23/04/2020,6.9,26.6,31.0,65.0,70.0,1020.2,13.8,557.0,463377.0
1855,Cardiff,23/04/2020,4.6,32.5,29.0,59.0,68.1,1019.8,13.0,2066.0,366903.0
1856,Coventry,23/04/2020,4.1,33.4,21.0,49.0,71.0,1021.4,11.9,621.0,371521.0
1857,Edinburgh,23/04/2020,5.1,31.7,13.0,31.0,81.2,1024.5,8.3,1604.0,524930.0
1858,Glasgow,23/04/2020,6.0,30.6,15.0,34.0,64.0,1026.0,10.5,2250.0,633120.0
1859,Leeds,23/04/2020,4.7,33.9,19.0,46.0,66.7,1021.6,11.0,1201.0,793139.0
1860,Leicester,23/04/2020,8.9,25.7,19.0,45.0,69.2,1020.8,9.3,587.0,354224.0
1861,Liverpool,23/04/2020,6.9,30.9,23.0,46.0,64.5,1019.9,13.4,1296.0,498042.0
1862,London,23/04/2020,12.8,25.2,30.0,63.0,57.5,1019.1,13.7,23623.0,8961989.0
1864,Manchester,23/04/2020,8.7,28.6,26.0,51.0,60.5,1021.6,13.7,1062.0,552858.0
1865,Newport,23/04/2020,8.7,33.8,30.0,61.0,69.0,1017.7,12.7,2004.0,154676.0
1867,Plymouth,23/04/2020,8.2,33.5,37.0,78.0,60.8,1018.7,13.8,264.0,262100.0
1870,Sheffield,23/04/2020,7.3,28.8,22.0,43.0,69.6,1015.0,11.3,1939.0,584853.0
1871,Southend-on-Sea,23/04/2020,6.9,24.8,31.0,69.0,64.6,1019.5,13.3,283.0,183125.0
1872,Swansea,23/04/2020,6.9,30.9,39.0,63.0,67.2,1020.3,14.0,1425.0,246993.0
1873,Belfast,23/05/2020,2.8,26.9,18.0,25.0,66.0,1010.5,11.0,1301.0,340220.0
1874,Birmingham,23/05/2020,1.2,27.8,11.0,23.0,64.0,1018.3,11.9,3174.0,1141816.0
1875,Bristol,23/05/2020,4.6,28.7,24.0,34.0,76.5,1021.8,12.5,695.0,463377.0
1876,Cardiff,23/05/2020,1.0,26.9,21.0,34.0,77.2,1022.0,12.2,2643.0,366903.0
1877,Coventry,23/05/2020,0.9,28.7,12.0,25.0,71.0,1018.6,12.6,806.0,371521.0
1878,Edinburgh,23/05/2020,2.8,27.6,10.0,17.0,78.2,1002.9,10.5,2649.0,524930.0
1879,Glasgow,23/05/2020,1.9,26.9,11.0,25.0,84.0,1008.4,10.0,3865.0,633120.0
1880,Leeds,23/05/2020,2.4,29.5,14.0,25.0,11.0,1185.9,13.2,1810.0,793139.0
1881,Leicester,23/05/2020,2.3,25.7,12.0,23.0,62.0,1016.6,12.3,867.0,354224.0
1882,Liverpool,23/05/2020,1.3,28.9,14.0,21.0,58.0,1014.5,13.8,1594.0,498042.0
1883,London,23/05/2020,3.2,22.6,19.0,34.0,56.9,1021.1,14.6,26834.0,8961989.0
1885,Manchester,23/05/2020,2.0,26.2,20.0,29.0,62.6,1015.3,13.1,1536.0,552858.0
1886,Newport,23/05/2020,1.2,28.5,23.0,43.0,80.2,1018.7,11.6,2516.0,154676.0
1890,Reading,23/05/2020,2.1,27.5,21.0,17.0,57.2,1020.8,13.6,581.0,161780.0
1891,Sheffield,23/05/2020,2.0,26.6,13.0,25.0,65.1,1012.7,12.6,2525.0,584853.0
1892,Southend-on-Sea,23/05/2020,1.2,27.0,15.0,25.0,54.0,1021.8,15.1,376.0,183125.0
1893,Swansea,23/05/2020,1.9,26.0,30.0,50.0,79.7,1023.1,12.5,1857.0,246993.0
1913,Swansea,24/02/2020,5.1,26.0,17.0,25.0,94.7,1007.9,9.4,0.0,246993.0
1915,Birmingham,24/03/2020,11.8,20.7,29.0,70.0,76.3,1023.8,8.6,401.0,1141816.0
1916,Bristol,24/03/2020,14.2,20.6,30.0,68.0,67.6,1024.1,8.5,54.0,463377.0
1917,Cardiff,24/03/2020,11.0,20.0,23.0,59.0,71.3,1023.7,8.3,164.0,366903.0
1918,Coventry,24/03/2020,9.1,24.8,26.0,64.0,64.5,1023.4,8.8,72.0,371521.0
1919,Edinburgh,24/03/2020,4.6,28.9,20.0,57.0,66.4,1015.7,9.4,70.0,524930.0
1920,Glasgow,24/03/2020,6.4,26.9,23.0,59.0,72.2,1017.0,9.8,183.0,633120.0
1921,Leeds,24/03/2020,15.0,13.3,40.0,76.0,63.5,1020.9,10.4,87.0,793139.0
1922,Leicester,24/03/2020,7.0,21.7,23.0,63.0,66.0,1024.2,7.5,64.0,354224.0
1923,Liverpool,24/03/2020,6.0,22.9,28.0,69.0,67.0,1020.0,11.5,115.0,498042.0
1924,London,24/03/2020,15.5,18.6,19.0,51.0,52.7,1025.3,8.0,4842.0,8961989.0
1926,Manchester,24/03/2020,12.4,17.7,31.0,72.0,67.0,1022.0,11.9,67.0,552858.0
1927,Newport,24/03/2020,13.2,22.0,27.0,70.0,79.3,1021.3,7.7,375.0,154676.0
1929,Plymouth,24/03/2020,8.2,25.4,22.0,65.0,71.1,1023.4,8.5,26.0,262100.0
1931,Reading,24/03/2020,11.8,22.6,22.0,55.0,50.6,1023.8,6.8,28.0,161780.0
1932,Sheffield,24/03/2020,10.5,19.9,32.0,73.0,71.5,1017.7,10.0,332.0,584853.0
1933,Southend-on-Sea,24/03/2020,6.6,22.0,18.0,51.0,54.8,1026.0,9.5,25.0,183125.0
1934,Swansea,24/03/2020,7.4,26.0,28.0,61.0,72.5,1023.9,8.6,85.0,246993.0
1936,Birmingham,24/04/2020,6.3,33.7,25.0,55.0,61.2,1016.4,12.2,2568.0,1141816.0
1937,Bristol,24/04/2020,9.2,27.0,32.0,70.0,70.5,1016.0,14.3,573.0,463377.0
1938,Cardiff,24/04/2020,6.4,37.4,30.0,65.0,67.8,1015.4,14.3,2105.0,366903.0
1939,Coventry,24/04/2020,3.9,35.8,19.0,48.0,63.0,1017.0,12.0,630.0,371521.0
1940,Edinburgh,24/04/2020,7.4,31.7,14.0,38.0,85.0,1017.3,7.5,1684.0,524930.0
1941,Glasgow,24/04/2020,8.7,34.2,14.0,34.0,65.5,1019.0,9.5,2311.0,633120.0
1942,Leeds,24/04/2020,4.7,32.9,17.0,53.0,65.0,1015.8,10.4,1270.0,793139.0
1943,Leicester,24/04/2020,5.6,33.4,16.0,40.0,61.7,1016.4,9.3,603.0,354224.0
1944,Liverpool,24/04/2020,8.1,31.7,24.0,58.0,64.0,1014.4,13.0,1324.0,498042.0
1945,London,24/04/2020,12.5,27.6,29.0,62.0,62.0,1016.0,12.9,23871.0,8961989.0
1947,Manchester,24/04/2020,10.2,32.1,25.0,52.0,53.0,1016.3,13.4,1091.0,552858.0
1948,Newport,24/04/2020,10.1,34.6,28.0,68.0,70.0,1013.0,14.4,2031.0,154676.0
1950,Plymouth,24/04/2020,5.5,37.2,42.0,99.0,81.5,1015.5,12.3,267.0,262100.0
1952,Reading,24/04/2020,7.5,36.2,25.0,46.0,51.1,1015.1,15.3,448.0,161780.0
1953,Sheffield,24/04/2020,7.8,32.2,17.0,50.0,60.7,1010.4,11.6,1982.0,584853.0
1954,Southend-on-Sea,24/04/2020,4.1,32.9,26.0,62.0,70.5,1015.6,12.5,287.0,183125.0
1955,Swansea,24/04/2020,7.4,33.8,43.0,76.0,70.0,1015.5,14.3,1472.0,246993.0
1956,Belfast,24/05/2020,3.2,26.4,17.0,30.0,82.0,1026.5,13.0,1302.0,340220.0
1957,Birmingham,24/05/2020,1.2,27.6,11.0,30.0,65.7,1030.1,14.4,3187.0,1141816.0
1958,Bristol,24/05/2020,4.2,28.7,23.0,38.0,71.9,1031.5,15.1,697.0,463377.0
