No,No1,City,Date,no2,o3,pm10,pm25,humidity,pressure,temperature,TotalCases,Population,daily_growth_rt_percent,daily_growth_abs_num,daily_growth_rt_by_popu_percent
1,2080,Belfast,26/03/2020,11.9,17.1,17,30,81,1026,7.5,75,340220,0.00,0.00,0.00
2,2162,Belfast,27/03/2020,8.3,15.5,14,21,87,1029,8,86,340220,114.67,11.00,33.70
3,2452,Belfast,31/03/2020,4.7,32.5,17,23,72.5,1036.5,7,166,340220,193.02,80.00,56.73
4,40,Belfast,01/04/2020,4.9,29.7,11,21,78.5,1024.5,8,200,340220,120.48,34.00,35.41
5,122,Belfast,02/04/2020,3.2,30.8,13,25,81,1014.5,8,226,340220,113.00,26.00,33.21
6,204,Belfast,03/04/2020,7.6,26.9,14,26,81,1015,8,272,340220,120.35,46.00,35.38
7,452,Belfast,06/04/2020,5.1,24.8,15,26,72.5,1011,10,377,340220,138.60,105.00,40.74
8,535,Belfast,07/04/2020,6.9,17.5,18,38,78,1025,8.5,396,340220,105.04,19.00,30.87
9,617,Belfast,08/04/2020,8.7,22.8,18,34,73.5,1024,10.5,429,340220,108.33,33.00,31.84
10,698,Belfast,09/04/2020,11,16.7,18,38,87,1025,10.5,482,340220,112.35,53.00,33.02
11,780,Belfast,10/04/2020,11.9,13.5,24,63,81.5,1022,12.5,514,340220,106.64,32.00,31.34
12,1189,Belfast,15/04/2020,9.6,22.8,25,56,78.5,1022.5,7.5,649,340220,126.26,135.00,37.11
13,1271,Belfast,16/04/2020,6,28.9,16,34,76,1018,10,689,340220,106.16,40.00,31.20
14,307,Belfast,04/05/2020,5.2,29.7,12,24,73.5,1022,10.5,1182,340220,171.55,493.00,50.42
15,390,Belfast,05/05/2020,4.9,30.1,10,21,70.5,1023,9,1190,340220,100.68,8.00,29.59
16,473,Belfast,06/05/2020,6,29.3,16,34,70,1025,10,1203,340220,101.09,13.00,29.71
17,556,Belfast,07/05/2020,11,33,20,46,82,1020,11.5,1217,340220,101.16,14.00,29.73
18,638,Belfast,08/05/2020,10.6,15.9,20,57,82,1017,14,1224,340220,100.58,7.00,29.56
19,719,Belfast,09/05/2020,8.7,14.3,14,42,76,1014,14,1237,340220,101.06,13.00,29.70
20,801,Belfast,10/05/2020,2.8,25.9,9,17,64,1018.5,9,1243,340220,100.49,6.00,29.54
21,882,Belfast,11/05/2020,4.2,26.4,10,13,56,1028,7,1248,340220,100.40,5.00,29.51
22,963,Belfast,12/05/2020,4.2,28.5,11,16,72.5,1021.5,8,1252,340220,100.32,4.00,29.49
23,1046,Belfast,13/05/2020,4.2,26.9,9,13,56,1022,6.5,1258,340220,100.48,6.00,29.53
24,1128,Belfast,14/05/2020,7.9,25.6,10,14,62,1025,9,1264,340220,100.48,6.00,29.53
25,1210,Belfast,15/05/2020,4.6,29.7,10,16,71,1026,10,1267,340220,100.24,3.00,29.46
26,1292,Belfast,16/05/2020,4.9,28.1,8,19,73.5,1023,10.5,1276,340220,100.71,9.00,29.60
27,1375,Belfast,17/05/2020,4.7,24,10,21,84,1019,12,1276,340220,100.00,0.00,29.39
28,1458,Belfast,18/05/2020,9.8,23.6,8,17,81,1018,13.5,1283,340220,100.55,7.00,29.55
29,1541,Belfast,19/05/2020,8.4,20.4,10,17,82,1020,15,1286,340220,100.23,3.00,29.46
30,1624,Belfast,20/05/2020,6,19.5,11,30,84,1018,11.5,1290,340220,100.31,4.00,29.48
31,1707,Belfast,21/05/2020,7.4,27.3,14,31,78.5,1016,12.5,1294,340220,100.31,4.00,29.48
32,1790,Belfast,22/05/2020,3.7,27.7,15,30,64,1000,13,1299,340220,100.39,5.00,29.51
33,1873,Belfast,23/05/2020,2.8,26.9,18,25,66,1010.5,11,1301,340220,100.15,2.00,29.44
34,1956,Belfast,24/05/2020,3.2,26.4,17,30,82,1026.5,13,1302,340220,100.08,1.00,29.42
35,2039,Belfast,25/05/2020,6.9,23.6,15,30,65,1031,15.5,1308,340220,100.46,6.00,29.53
36,2121,Belfast,26/05/2020,6.9,22.4,17,25,60,1037,14,1312,340220,100.31,4.00,29.48
37,2204,Belfast,27/05/2020,10.6,17.9,21,38,62,1037.5,13,1313,340220,100.08,1.00,29.42
38,2286,Belfast,28/05/2020,9.6,24.8,22,42,63,1032,16,1311,340220,99.85,-2.00,29.35
39,2368,Belfast,29/05/2020,11.5,30.5,21,46,46,1025.5,17.5,1299,340220,99.08,-12.00,29.12
40,2430,Belfast,30/05/2020,5.1,32.9,15,29,58,1023,16.5,1301,340220,100.15,2.00,29.44
41,21,Birmingham,01/03/2020,2,31.7,11,24,76.8,985.5,4.8,1,1141816,0.00,0.00,0.00
42,103,Birmingham,02/03/2020,13.6,20,9,25,93.3,987,3.1,2,1141816,200.00,1.00,17.52
43,350,Birmingham,05/03/2020,13.7,18.7,14,50,92.3,997.2,3.8,3,1141816,150.00,1.00,13.14
44,598,Birmingham,08/03/2020,2.5,31.2,7,16,77.5,1002,9.2,4,1141816,133.33,1.00,11.68
45,679,Birmingham,09/03/2020,4.8,25.8,9,21,80.5,1008,6.3,5,1141816,125.00,1.00,10.95
46,761,Birmingham,10/03/2020,4.2,24.8,2,4,86.6,1001.1,11.4,9,1141816,180.00,4.00,15.76
47,842,Birmingham,11/03/2020,3.8,28.7,10,23,80,1007.2,8.8,15,1141816,166.67,6.00,14.60
48,923,Birmingham,12/03/2020,3.4,27.5,10,21,67,1006.4,5.1,22,1141816,146.67,7.00,12.85
49,1005,Birmingham,13/03/2020,9.9,22,9,20,84.5,1016,5.6,36,1141816,163.64,14.00,14.33
50,1088,Birmingham,14/03/2020,5.1,24,7,20,90.7,1010.9,8.3,43,1141816,119.44,7.00,10.46
51,1170,Birmingham,15/03/2020,4.2,29.1,4,10,91.3,1004.7,7.5,55,1141816,127.91,12.00,11.20
52,1252,Birmingham,16/03/2020,10.5,23.5,10,23,76.7,1021.1,5.9,70,1141816,127.27,15.00,11.15
53,1334,Birmingham,17/03/2020,6.2,20.4,7,17,90.2,1023.5,7.7,94,1141816,134.29,24.00,11.76
54,1417,Birmingham,18/03/2020,14.7,14.1,5,13,97,1023.4,6.6,126,1141816,134.04,32.00,11.74
55,1500,Birmingham,19/03/2020,10.2,21.4,8,21,89.6,1027.4,4.4,161,1141816,127.78,35.00,11.19
56,1583,Birmingham,20/03/2020,6.6,23.6,10,21,86.2,1030.2,4.4,213,1141816,132.30,52.00,11.59
57,1666,Birmingham,21/03/2020,4.2,25.3,10,21,76.5,1026.9,4,243,1141816,114.08,30.00,9.99
58,1749,Birmingham,22/03/2020,4.7,24,14,41,73.5,1027.1,4.7,269,1141816,110.70,26.00,9.70
59,1832,Birmingham,23/03/2020,13.9,14,19,52,67.5,1025.5,5.3,334,1141816,124.16,65.00,10.87
60,1915,Birmingham,24/03/2020,11.8,20.7,29,70,76.3,1023.8,8.6,401,1141816,120.06,67.00,10.51
61,1998,Birmingham,25/03/2020,9,23.8,26,65,58.6,1023.5,6.3,462,1141816,115.21,61.00,10.09
62,2081,Birmingham,26/03/2020,10.2,27.8,34,80,53,1023.8,6.1,554,1141816,119.91,92.00,10.50
63,2163,Birmingham,27/03/2020,6.4,36.5,40,93,76,1025.5,4.3,624,1141816,112.64,70.00,9.86
64,2245,Birmingham,28/03/2020,3.1,32.5,14,30,76,1030.3,6.6,704,1141816,112.82,80.00,9.88
65,2327,Birmingham,29/03/2020,2.1,31.7,11,24,59,1041,5,811,1141816,115.20,107.00,10.09
66,2390,Birmingham,30/03/2020,6.1,26.2,9,24,74,1036.9,2.2,934,1141816,115.17,123.00,10.09
67,2453,Birmingham,31/03/2020,3.8,29.6,11,25,70.3,1032.9,5.8,1065,1141816,114.03,131.00,9.99
68,41,Birmingham,01/04/2020,7.5,28.3,10,24,75,1023.5,6.5,1173,1141816,110.14,108.00,9.65
69,123,Birmingham,02/04/2020,3.6,28.4,9,21,78,1014.8,8.1,1275,1141816,108.70,102.00,9.52
70,205,Birmingham,03/04/2020,4.9,27.9,12,31,74.2,1017,6.9,1356,1141816,106.35,81.00,9.31
71,287,Birmingham,04/04/2020,4.8,24.6,12,37,86,1018.2,6.6,1438,1141816,106.05,82.00,9.29
72,370,Birmingham,05/04/2020,3.3,34.3,13,32,55,1010.6,14,1508,1141816,104.87,70.00,9.18
73,453,Birmingham,06/04/2020,2,30.8,10,23,64.3,1015.2,12.7,1568,1141816,103.98,60.00,9.11
74,536,Birmingham,07/04/2020,7.7,23.6,17,35,61.7,1028,10.9,1642,1141816,104.72,74.00,9.17
75,618,Birmingham,08/04/2020,18.9,26.1,27,64,60.5,1025.1,15,1717,1141816,104.57,75.00,9.16
76,699,Birmingham,09/04/2020,6.1,26.9,30,68,70.5,1024.9,12.7,1765,1141816,102.80,48.00,9.00
77,781,Birmingham,10/04/2020,7.7,33.2,27,69,64.6,1024.2,14.7,1824,1141816,103.34,59.00,9.05
78,862,Birmingham,11/04/2020,6.1,33.3,27,70,65,1022.4,16.4,1852,1141816,101.54,28.00,8.89
79,943,Birmingham,12/04/2020,4,29.1,16,45,75.5,1014.6,12.7,1898,1141816,102.48,46.00,8.98
80,1026,Birmingham,13/04/2020,1.9,31.9,14,33,69.5,1028.4,6.6,1933,1141816,101.84,35.00,8.92
81,1108,Birmingham,14/04/2020,5.6,29.8,15,36,63.7,1029,6.5,2003,1141816,103.62,70.00,9.08
82,1190,Birmingham,15/04/2020,8.1,29,20,52,58.2,1022.8,9.8,2070,1141816,103.34,67.00,9.05
83,1272,Birmingham,16/04/2020,7.9,35.1,37,80,59.5,1016.1,13.3,2140,1141816,103.38,70.00,9.05
84,1355,Birmingham,17/04/2020,4.1,29.2,16,35,74,1017.8,9.4,2220,1141816,103.74,80.00,9.09
85,1438,Birmingham,18/04/2020,3.5,24.5,11,28,90.6,1019.1,6.2,2277,1141816,102.57,57.00,8.98
86,1521,Birmingham,19/04/2020,2.7,31.8,12,28,88.6,1021.7,7.7,2325,1141816,102.11,48.00,8.94
87,1604,Birmingham,20/04/2020,2.7,32.4,17,34,56.2,1018.9,12.5,2373,1141816,102.06,48.00,8.94
88,1687,Birmingham,21/04/2020,3,32.5,21,41,71.2,1018.5,9.8,2431,1141816,102.44,58.00,8.97
89,1770,Birmingham,22/04/2020,4.1,33.4,27,53,68,1021.1,11.1,2480,1141816,102.02,49.00,8.93
90,1853,Birmingham,23/04/2020,5.3,31.2,23,51,70,1021,12.7,2528,1141816,101.94,48.00,8.93
91,1936,Birmingham,24/04/2020,6.3,33.7,25,55,61.2,1016.4,12.2,2568,1141816,101.58,40.00,8.90
92,2019,Birmingham,25/04/2020,5,25.8,17,56,71.7,1015.3,8.6,2605,1141816,101.44,37.00,8.88
93,2102,Birmingham,26/04/2020,4.2,34.6,21,59,71.2,1011.7,13.8,2636,1141816,101.19,31.00,8.86
94,2184,Birmingham,27/04/2020,5.3,27.9,12,26,67,1007.8,11.2,2655,1141816,100.72,19.00,8.82
95,2266,Birmingham,28/04/2020,5.4,25.2,5,15,93.6,1005.2,6.6,2680,1141816,100.94,25.00,8.84
96,2348,Birmingham,29/04/2020,6.1,23.1,6,21,95.2,999.1,8.3,2714,1141816,101.27,34.00,8.87
97,2411,Birmingham,30/04/2020,3.2,26.3,5,11,87.7,992.3,7.7,2749,1141816,101.29,35.00,8.87
98,62,Birmingham,01/05/2020,3.5,25.4,6,15,86.7,997.4,8.3,2770,1141816,100.76,21.00,8.82
99,144,Birmingham,02/05/2020,2.8,29.8,6,15,73.2,1010.4,9,2784,1141816,100.51,14.00,8.80
100,226,Birmingham,03/05/2020,8.7,21.9,14,48,72.2,1015.6,10,2802,1141816,100.65,18.00,8.81
101,308,Birmingham,04/05/2020,5.6,24.3,20,60,82,1020.2,10.7,2822,1141816,100.71,20.00,8.82
102,391,Birmingham,05/05/2020,3.6,30.2,11,24,67.5,1021.3,8.7,2863,1141816,101.45,41.00,8.89
103,474,Birmingham,06/05/2020,5.9,31.2,12,30,64.5,1025.3,9.7,2886,1141816,100.80,23.00,8.83
104,557,Birmingham,07/05/2020,8.9,30.9,18,53,64,1022.2,13.8,2909,1141816,100.80,23.00,8.83
105,639,Birmingham,08/05/2020,7.4,29.2,15,48,72.5,1017.7,16.9,2937,1141816,100.96,28.00,8.84
106,720,Birmingham,09/05/2020,6.5,27.1,16,53,67,1013.3,17.7,2969,1141816,101.09,32.00,8.85
107,802,Birmingham,10/05/2020,2,28.4,12,26,78,1012,10.2,2987,1141816,100.61,18.00,8.81
108,883,Birmingham,11/05/2020,2.5,25.8,10,19,66,1022.4,6.1,3010,1141816,100.77,23.00,8.83
109,964,Birmingham,12/05/2020,7,28.4,11,22,59.7,1020.3,8.7,3033,1141816,100.76,23.00,8.82
110,1047,Birmingham,13/05/2020,3,26.7,9,19,63,1018.4,6.8,3054,1141816,100.69,21.00,8.82
111,1129,Birmingham,14/05/2020,4.8,29.5,10,22,55.3,1023.4,9.2,3069,1141816,100.49,15.00,8.80
112,1211,Birmingham,15/05/2020,5.9,29.1,10,22,68,1024.4,10,3086,1141816,100.55,17.00,8.81
113,1293,Birmingham,16/05/2020,4.8,28.7,7,16,62.7,1024.1,11.1,3098,1141816,100.39,12.00,8.79
114,1376,Birmingham,17/05/2020,2.8,27.7,8,19,70.5,1023.2,12.7,3103,1141816,100.16,5.00,8.77
115,1459,Birmingham,18/05/2020,2.2,28.3,10,23,75.2,1022.6,13.1,3116,1141816,100.42,13.00,8.79
116,1542,Birmingham,19/05/2020,2.2,25,7,14,78.2,1022.5,15.5,3129,1141816,100.42,13.00,8.79
117,1625,Birmingham,20/05/2020,7.7,25.3,13,28,57.5,1021,18.1,3141,1141816,100.38,12.00,8.79
118,1708,Birmingham,21/05/2020,3.6,34.3,12,27,59.3,1018.7,18.1,3148,1141816,100.22,7.00,8.78
119,1791,Birmingham,22/05/2020,1.4,27.7,18,39,62.6,1012.3,15.4,3164,1141816,100.51,16.00,8.80
120,1874,Birmingham,23/05/2020,1.2,27.8,11,23,64,1018.3,11.9,3174,1141816,100.32,10.00,8.79
121,1957,Birmingham,24/05/2020,1.2,27.6,11,30,65.7,1030.1,14.4,3187,1141816,100.41,13.00,8.79
122,2040,Birmingham,25/05/2020,2.1,29.5,7,16,51,1034.1,15.9,3193,1141816,100.19,6.00,8.77
123,2122,Birmingham,26/05/2020,3.9,25.3,10,20,62,1035.8,17.2,3205,1141816,100.38,12.00,8.79
124,2205,Birmingham,27/05/2020,6.9,27.3,13,30,62.6,1036.2,16.1,3219,1141816,100.44,14.00,8.80
125,2287,Birmingham,28/05/2020,4.6,29.5,11,23,55.3,1033.7,16.1,3229,1141816,100.31,10.00,8.79
126,2369,Birmingham,29/05/2020,3.8,30.6,10,16,46,1028.2,17,3231,1141816,100.06,2.00,8.76
127,2431,Birmingham,30/05/2020,3,31.1,13,28,54,1024.4,18.4,3231,1141816,100.00,0.00,8.76
128,434,Bristol,06/03/2020,17.4,10.3,23,61,84.3,1006.3,5,2,463377,0.00,0.00,0.00
129,517,Bristol,07/03/2020,12.8,23.7,18,38,88.8,1014.6,9.6,3,463377,150.00,1.00,32.37
130,762,Bristol,10/03/2020,6,25.6,7,13,95,1004.9,10.5,4,463377,133.33,1.00,28.77
131,924,Bristol,12/03/2020,11,28.1,20,38,75.2,1010,6.5,5,463377,125.00,1.00,26.98
132,1006,Bristol,13/03/2020,10.7,27.1,20,34,74.8,1017.1,7.3,8,463377,160.00,3.00,34.53
133,1089,Bristol,14/03/2020,7.8,24,10,21,92,1011.9,9.4,10,463377,125.00,2.00,26.98
134,1171,Bristol,15/03/2020,6.3,29.9,9,25,90.6,1006.4,7.8,11,463377,110.00,1.00,23.74
135,1335,Bristol,17/03/2020,7.4,21.6,12,21,87.7,1025.7,8.1,15,463377,136.36,4.00,29.43
136,1418,Bristol,18/03/2020,8.7,18.8,6,17,96,1023.6,10,22,463377,146.67,7.00,31.65
137,1501,Bristol,19/03/2020,10.5,20.8,10,34,96,1026.7,5,24,463377,109.09,2.00,23.54
138,1584,Bristol,20/03/2020,5.2,24.8,13,25,80.7,1028.7,6.2,28,463377,116.67,4.00,25.18
139,1667,Bristol,21/03/2020,4.2,25.3,13,30,71.8,1025.6,5.5,36,463377,128.57,8.00,27.75
140,1750,Bristol,22/03/2020,4.3,22.1,17,53,69,1026.1,6.1,41,463377,113.89,5.00,24.58
141,1833,Bristol,23/03/2020,10.8,20.2,26,61,65,1025.5,6.2,50,463377,121.95,9.00,26.32
142,1916,Bristol,24/03/2020,14.2,20.6,30,68,67.6,1024.1,8.5,54,463377,108.00,4.00,23.31
143,1999,Bristol,25/03/2020,12.4,16.1,30,70,64.6,1023.6,7.7,66,463377,122.22,12.00,26.38
144,2082,Bristol,26/03/2020,9.6,22.3,32,76,58.3,1023.5,7.7,80,463377,121.21,14.00,26.16
145,2164,Bristol,27/03/2020,8,28.9,37,89,67,1025,6.4,94,463377,117.50,14.00,25.36
146,2246,Bristol,28/03/2020,3.2,31.2,22,53,68.4,1030.4,6.6,104,463377,110.64,10.00,23.88
147,2328,Bristol,29/03/2020,1.4,29.8,14,42,61.6,1040,5.3,116,463377,111.54,12.00,24.07
148,2391,Bristol,30/03/2020,5.1,25.2,12,38,71,1037.7,3.3,133,463377,114.66,17.00,24.74
149,2454,Bristol,31/03/2020,5.1,26.5,14,30,68.2,1032.6,6.3,151,463377,113.53,18.00,24.50
150,42,Bristol,01/04/2020,9.6,22.4,15,38,73.2,1024.5,7.2,168,463377,111.26,17.00,24.01
151,124,Bristol,02/04/2020,6.4,27.3,13,30,75.6,1016.6,9.6,183,463377,108.93,15.00,23.51
152,206,Bristol,03/04/2020,11,24.6,17,25,76.4,1018.1,8.5,203,463377,110.93,20.00,23.94
153,288,Bristol,04/04/2020,7.4,25,15,50,68.6,1018.4,9.4,213,463377,104.93,10.00,22.64
154,371,Bristol,05/04/2020,3.7,32,17,42,63.3,1009.7,14.9,227,463377,106.57,14.00,23.00
155,454,Bristol,06/04/2020,8.7,29.6,19,30,75.5,1016.7,12.2,240,463377,105.73,13.00,22.82
156,537,Bristol,07/04/2020,7.8,17.2,20,38,67.1,1028,12.7,261,463377,108.75,21.00,23.47
157,619,Bristol,08/04/2020,8.7,15.5,20,46,65.9,1024.9,13.8,289,463377,110.73,28.00,23.90
158,700,Bristol,09/04/2020,11.9,24.1,36,78,68.5,1023.6,15.2,306,463377,105.88,17.00,22.85
159,782,Bristol,10/04/2020,8.7,27.5,35,82,64.3,1023.4,15.5,324,463377,105.88,18.00,22.85
160,863,Bristol,11/04/2020,10.6,30,30,78,62,1022,15.5,350,463377,108.02,26.00,23.31
161,944,Bristol,12/04/2020,5.1,29.5,25,68,68.7,1013.9,15.6,364,463377,104.00,14.00,22.44
162,1027,Bristol,13/04/2020,1.4,30.5,18,34,67.3,1026.5,8.7,380,463377,104.40,16.00,22.53
163,1109,Bristol,14/04/2020,6.4,28.6,15,38,65,1028.9,7.7,397,463377,104.47,17.00,22.55
164,1191,Bristol,15/04/2020,8.7,23.9,22,57,62.5,1022.4,10.8,419,463377,105.54,22.00,22.78
165,1273,Bristol,16/04/2020,9.7,25.9,39,78,60.6,1015.3,14.1,447,463377,106.68,28.00,23.02
166,1356,Bristol,17/04/2020,7,24,23,61,82.7,1015.5,11.3,461,463377,103.13,14.00,22.26
167,1439,Bristol,18/04/2020,4.9,20.6,12,34,91,1018.3,8.3,474,463377,102.82,13.00,22.19
168,1522,Bristol,19/04/2020,3.2,31.3,19,57,68,1020.2,11.2,486,463377,102.53,12.00,22.13
169,1605,Bristol,20/04/2020,3.7,28.7,19,42,67.2,1017.4,10.5,507,463377,104.32,21.00,22.51
170,1688,Bristol,21/04/2020,4.6,30.5,23,50,61,1016.6,13.4,521,463377,102.76,14.00,22.18
171,1771,Bristol,22/04/2020,6.9,27.1,27,57,67,1019.8,13.8,542,463377,104.03,21.00,22.45
172,1854,Bristol,23/04/2020,6.9,26.6,31,65,70,1020.2,13.8,557,463377,102.77,15.00,22.18
173,1937,Bristol,24/04/2020,9.2,27,32,70,70.5,1016,14.3,573,463377,102.87,16.00,22.20
174,2020,Bristol,25/04/2020,6.6,29.5,30,70,69.3,1014.2,13.3,578,463377,100.87,5.00,21.77
175,2103,Bristol,26/04/2020,6.4,30.5,27,63,71,1012.2,13.2,582,463377,100.69,4.00,21.73
176,2185,Bristol,27/04/2020,5.1,30.9,22,55,67,1007.8,12.7,592,463377,101.72,10.00,21.95
177,2267,Bristol,28/04/2020,5.9,21.4,11,30,93.2,1004.4,8,604,463377,102.03,12.00,22.02
178,2349,Bristol,29/04/2020,6.3,24.9,14,25,91.4,998.4,9.4,612,463377,101.32,8.00,21.87
179,2412,Bristol,30/04/2020,5.1,27.3,11,17,83.6,993.4,8.8,618,463377,100.98,6.00,21.79
180,63,Bristol,01/05/2020,9.6,30,16,30,81,998.9,10.2,631,463377,102.10,13.00,22.03
181,145,Bristol,02/05/2020,7.4,31.3,12,25,70.6,1011.8,11,633,463377,100.32,2.00,21.65
182,227,Bristol,03/05/2020,5.5,21.8,15,42,84.7,1015.7,11.1,637,463377,100.63,4.00,21.72
183,309,Bristol,04/05/2020,4.5,30.9,23,59,72.2,1018.7,13,648,463377,101.73,11.00,21.95
184,392,Bristol,05/05/2020,3.7,28.4,17,34,66.8,1019.6,10.5,654,463377,100.93,6.00,21.78
185,475,Bristol,06/05/2020,8.3,28.7,22,46,67.5,1024.6,11.7,661,463377,101.07,7.00,21.81
186,558,Bristol,07/05/2020,11.5,29.3,27,61,67.6,1022.2,15,665,463377,100.61,4.00,21.71
187,640,Bristol,08/05/2020,9.2,31.4,25,68,68.4,1018.1,16.8,671,463377,100.90,6.00,21.78
188,721,Bristol,09/05/2020,7.4,26.7,19,50,70.3,1012.8,17.7,672,463377,100.15,1.00,21.61
189,803,Bristol,10/05/2020,2.8,24,17,42,78.7,1010.4,12.7,673,463377,100.15,1.00,21.61
190,884,Bristol,11/05/2020,3.7,25.9,16,25,59.3,1020.9,7.9,681,463377,101.19,8.00,21.84
191,965,Bristol,12/05/2020,9.2,27.3,14,30,60,1021.3,10.4,682,463377,100.15,1.00,21.61
192,1130,Bristol,14/05/2020,7.2,22.9,13,25,57.5,1023.2,9.7,687,463377,100.73,5.00,21.74
193,1460,Bristol,18/05/2020,8.7,31,17,38,74,1024.3,13.4,689,463377,100.29,2.00,21.64
194,1543,Bristol,19/05/2020,9.2,26.6,14,34,79,1023.7,15.3,690,463377,100.15,1.00,21.61
195,1626,Bristol,20/05/2020,10.1,25,16,38,65.5,1021.1,16.2,693,463377,100.43,3.00,21.67
196,1792,Bristol,22/05/2020,4.2,28,32,46,67.4,1014.8,15.5,694,463377,100.14,1.00,21.61
197,1875,Bristol,23/05/2020,4.6,28.7,24,34,76.5,1021.8,12.5,695,463377,100.14,1.00,21.61
198,1958,Bristol,24/05/2020,4.2,28.7,23,38,71.9,1031.5,15.1,697,463377,100.29,2.00,21.64
199,2041,Bristol,25/05/2020,7.4,26.1,16,30,62.5,1034.7,16,699,463377,100.29,2.00,21.64
200,2123,Bristol,26/05/2020,13.3,25.3,16,34,62.2,1035.9,18.1,702,463377,100.43,3.00,21.67
201,2206,Bristol,27/05/2020,6.3,26.7,15,25,54.3,1035.8,19,703,463377,100.14,1.00,21.61
202,2288,Bristol,28/05/2020,6.4,32.1,16,30,50.6,1033.1,18,704,463377,100.14,1.00,21.61
203,2432,Bristol,30/05/2020,5.1,31.2,20,34,49,1023,17.8,704,463377,100.00,100.00,21.58
204,1980,Cardiff,25/02/2020,8.9,24.8,9,9,87,998.2,3.2,0,366903,0.00,0.00,0.00
205,2063,Cardiff,26/02/2020,9.2,24.4,11,17,83.2,1004.9,3.3,0,366903,0.00,100.00,0.00
206,2145,Cardiff,27/02/2020,11,26,8,13,85.3,1004,3.7,0,366903,0.00,100.00,0.00
207,2227,Cardiff,28/02/2020,10.1,21.6,9,17,93.7,999.1,7.5,0,366903,0.00,100.00,0.00
208,2309,Cardiff,29/02/2020,4.6,30.5,11,17,86.5,983.6,5.2,0,366903,0.00,100.00,0.00
209,23,Cardiff,01/03/2020,5.5,30.9,12,13,86,987.3,4.5,0,366903,0.00,100.00,0.00
210,105,Cardiff,02/03/2020,10.6,24.1,10,13,91,989.9,3.6,0,366903,0.00,100.00,0.00
211,268,Cardiff,04/03/2020,16,17.5,10,17,95,1003.1,5,1,366903,0.00,100.00,0.00
212,352,Cardiff,05/03/2020,13.3,18.7,14,38,88.5,998.5,4.4,1,366903,100.00,100.00,27.26
213,435,Cardiff,06/03/2020,17.6,12.2,17,42,88.1,1008,3.5,1,366903,100.00,100.00,100.00
214,518,Cardiff,07/03/2020,9.2,24,19,38,89.9,1014.6,9,1,366903,100.00,100.00,100.00
215,600,Cardiff,08/03/2020,3.7,30.5,13,17,88.3,1004.4,7.7,1,366903,100.00,100.00,100.00
216,681,Cardiff,09/03/2020,6.1,26.9,15,21,86.3,1011.4,7.7,2,366903,200.00,100.00,200.00
217,763,Cardiff,10/03/2020,5.2,27.3,6,9,93,1005,10,2,366903,100.00,100.00,50.00
218,844,Cardiff,11/03/2020,5.1,29.3,11,17,89.6,1009.2,8,3,366903,150.00,100.00,150.00
219,925,Cardiff,12/03/2020,5.1,28.3,17,25,79.4,1009.9,6.1,4,366903,133.33,100.00,88.89
220,1007,Cardiff,13/03/2020,8.3,25.6,19,25,82.8,1016.5,7,4,366903,100.00,100.00,75.00
221,1090,Cardiff,14/03/2020,6.5,26,10,17,93.6,1011.4,8.3,9,366903,225.00,100.00,225.00
222,1172,Cardiff,15/03/2020,6.2,28.9,8,13,90.8,1006.4,7.7,15,366903,166.67,100.00,74.07
223,1254,Cardiff,16/03/2020,11,19.5,13,21,85.1,1022.8,6.6,19,366903,126.67,100.00,76.00
224,1336,Cardiff,17/03/2020,7.8,21.2,10,13,93,1025.4,8.8,30,366903,157.89,100.00,124.65
225,1419,Cardiff,18/03/2020,7.4,21.6,6,9,94,1023.6,9.4,39,366903,130.00,100.00,82.33
226,1502,Cardiff,19/03/2020,8.4,22.8,7,15,93,1026.3,4.4,56,366903,143.59,100.00,110.45
227,1585,Cardiff,20/03/2020,5.2,24,9,17,77.5,1028,5.5,68,366903,121.43,100.00,84.57
228,1668,Cardiff,21/03/2020,3.7,26.9,11,17,71.9,1024.8,5.3,86,366903,126.47,100.00,104.15
229,1751,Cardiff,22/03/2020,5.1,22,15,38,65.3,1025.4,6.8,98,366903,113.95,100.00,90.10
230,1834,Cardiff,23/03/2020,8.3,21.6,19,46,67.1,1024.9,6.1,128,366903,130.61,100.00,114.62
231,1917,Cardiff,24/03/2020,11,20,23,59,71.3,1023.7,8.3,164,366903,128.13,100.00,98.10
232,2000,Cardiff,25/03/2020,11.9,21.7,24,61,67.2,1023,7.5,203,366903,123.78,100.00,96.61
233,2083,Cardiff,26/03/2020,10.1,25.3,26,65,52,1023,7.4,255,366903,125.62,100.00,101.48
234,2165,Cardiff,27/03/2020,5.5,33.8,34,82,61.1,1024.2,7.6,297,366903,116.47,100.00,92.72
235,2247,Cardiff,28/03/2020,3.7,33.1,19,46,67.7,1029.7,6.6,354,366903,119.19,100.00,102.34
236,2329,Cardiff,29/03/2020,2.8,32.5,11,20,60,1039.8,5,394,366903,111.30,100.00,93.38
237,2392,Cardiff,30/03/2020,4.2,28.9,10,17,69.4,1037.2,3.2,467,366903,118.53,100.00,106.49
238,2455,Cardiff,31/03/2020,3.2,30.2,11,21,67.5,1031.6,7,540,366903,115.63,100.00,97.56
239,43,Cardiff,01/04/2020,7.4,24.4,13,34,76.3,1024.4,6.6,630,366903,116.67,100.00,100.90
240,125,Cardiff,02/04/2020,4.2,27.7,11,25,80,1016.8,8.8,733,366903,116.35,100.00,99.73
