Date,City,co,dew,humidity,no2,o3,pm10,pm25,pressure,so2,temperature,merged_wind_gust,merged_wind_speed,Dplus7,Dplus7City,TotalCases,Population,daily_growth_rt_percent
06/02/2020,London,7.3,3,66.3,31.5,1.9,29,65,1030.4,2.8,7,2.2,1.8,13/02/2020,43874London,2,8961989,200
07/02/2020,London,6.4,2.5,69.2,22.6,3.2,30,69,1016.4,3.5,7.2,11.8,3.8,14/02/2020,43875London,2,8961989,100
08/02/2020,London,4.3,5,68.3,11.9,16.9,19,34,1014.1,2.1,10.1,14.2,5.4,15/02/2020,43876London,2,8961989,100
09/02/2020,London,2.8,5,65,3.8,26.2,12,25,1006.8,1.9,10,28.6,12.3,16/02/2020,43877London,2,8961989,100
10/02/2020,London,3,,,9.4,22.5,11,26,,3.6,,,,17/02/2020,43878London,3,8961989,150
11/02/2020,London,4.6,,,10.4,22.6,14,28,,3.4,,,,18/02/2020,43879London,3,8961989,100
12/02/2020,London,4.6,,,14.9,18.9,12,24,,3.4,,,,19/02/2020,43880London,4,8961989,133.3333333
13/02/2020,London,3.7,,,14.8,18.6,10,25,,3.3,,,,20/02/2020,43881London,4,8961989,100
14/02/2020,London,4.6,,,16.9,12.6,19,41,,3.3,,,,21/02/2020,43882London,4,8961989,100
15/02/2020,London,2.2,,,5.2,20.7,8,20,,1.5,,,,22/02/2020,43883London,4,8961989,100
16/02/2020,London,3.7,,,6,24.2,6,16,,1.6,,,,23/02/2020,43884London,6,8961989,150
17/02/2020,London,3.7,,,9.8,23.1,14,30,,3.8,,,,24/02/2020,43885London,6,8961989,100
18/02/2020,London,3.7,,,11.9,20.4,12,25,,6,,,,25/02/2020,43886London,8,8961989,133.3333333
19/02/2020,London,3.7,,,15.6,15.9,14,30,,4.9,,,,26/02/2020,43887London,8,8961989,100
20/02/2020,London,3.7,,,10.9,20.4,8,18,,2.8,,,,27/02/2020,43888London,9,8961989,112.5
21/02/2020,London,3.7,,,9.7,22.3,18,31,,2.7,,,,28/02/2020,43889London,14,8961989,155.5555556
22/02/2020,London,3.1,,,6.2,24.6,17,38,,1.9,,,,29/02/2020,43890London,15,8961989,107.1428571
23/02/2020,London,3.7,,,7.1,19,7,20,,1.4,,,,01/03/2020,43891London,23,8961989,153.3333333
24/02/2020,London,4.3,,,9.6,18.7,8,18,,1.9,,,,02/03/2020,43892London,35,8961989,152.173913
25/02/2020,London,5.5,1,70.4,11.8,20.3,9,17,996.4,2.9,7.2,19.6,7.6,03/03/2020,43893London,41,8961989,117.1428571
26/02/2020,London,6.4,0,71.2,16.7,16.1,11,21,1004.5,2.6,5.2,15.7,6,04/03/2020,43894London,59,8961989,143.902439
27/02/2020,London,5.3,0,75.7,18.4,15.3,10,25,1008,2.2,4.1,9.1,3.4,05/03/2020,43895London,73,8961989,123.7288136
28/02/2020,London,5.3,5.5,89,15.8,12.9,12,25,1008,2.1,6.1,16.1,6.3,06/03/2020,43896London,96,8961989,131.5068493
29/02/2020,London,6.4,1.5,81.1,7.2,22.5,13,29,986.8,1.9,6.9,25.8,11,07/03/2020,43897London,110,8961989,114.5833333
01/03/2020,London,7.4,1,73.5,7.5,22.9,11,23,988.4,1.7,6.1,20.2,8.5,08/03/2020,43898London,132,8961989,120
02/03/2020,London,4.6,4,86,15.8,17.5,8,21,988,1.8,5.3,9.7,3.1,09/03/2020,43899London,186,8961989,140.9090909
03/03/2020,London,9.1,,,27.8,5.9,18,41,,3,,,,10/03/2020,43900London,277,8961989,148.9247312
04/03/2020,London,6.4,5,88.4,22.8,7.3,15,38,1004,3,6.1,9.7,3,11/03/2020,43901London,460,8961989,166.0649819
05/03/2020,London,3.7,4,90.7,11.7,16.5,12,38,994.6,1.4,5.5,13.7,4.9,12/03/2020,43902London,625,8961989,135.8695652
06/03/2020,London,5.5,0,76.3,20.3,15.8,16,39,1005.5,3.7,5.2,7,3,13/03/2020,43903London,761,8961989,121.76
07/03/2020,London,6.4,6.5,78,15.6,12.8,22,48,1015.1,3.1,10.3,12.7,5.6,14/03/2020,43904London,909,8961989,119.4480946
08/03/2020,London,3.7,5.5,78.5,7.1,24.1,11,25,1005.7,3,10.4,14.6,8.1,15/03/2020,43905London,1074,8961989,118.1518152
09/03/2020,London,5.4,3.5,82.3,11.7,17.9,12,25,1011.1,2.1,8.7,14,6.4,16/03/2020,43906London,1308,8961989,121.7877095
10/03/2020,London,3.7,10.5,84.8,8.2,16.8,6,15,1004,1.7,13,19.2,9,17/03/2020,43907London,1618,8961989,123.7003058
11/03/2020,London,4.3,7,78.3,9.4,22.3,9,18,1009,2.5,11,14.6,8.2,18/03/2020,43908London,1974,8961989,122.0024722
12/03/2020,London,4.6,1,61.9,9,23.1,14,26,1010.4,3.3,8.5,19,10.2,19/03/2020,43909London,2307,8961989,116.8693009
13/03/2020,London,5.5,2.5,60,13.9,18.7,16,31,1018.3,2.3,9,10,4.6,20/03/2020,43910London,2733,8961989,118.4655397
14/03/2020,London,4,7,83,9.3,21.9,12,25,1013,2.3,10,11.5,6.1,21/03/2020,43911London,3083,8961989,112.8064398
15/03/2020,London,4.3,7,82.3,7.8,24,9,22,1008,1.8,9.7,13.6,6.1,22/03/2020,43912London,3519,8961989,114.1420694
16/03/2020,London,4.6,2,71.4,19.2,12.8,14,35,1022,2.9,8,7.1,3.6,23/03/2020,43913London,4206,8961989,119.5225916
17/03/2020,London,3.7,5,79.5,11.5,19.1,15,30,1027,2.9,10,11,5.4,24/03/2020,43914London,4842,8961989,115.1212553
18/03/2020,London,2.9,8.5,81,10.6,19.9,14,32,1024.1,3.2,11.7,12.2,7.5,25/03/2020,43915London,5597,8961989,115.5927303
19/03/2020,London,2.8,6,92.4,11.7,15.9,15,42,1026,3.3,7.2,9.8,4.6,26/03/2020,43916London,6361,8961989,113.6501697
20/03/2020,London,3.7,2,76.5,7.2,23.1,12,25,1028.1,2.8,6.9,18,10,27/03/2020,43917London,7180,8961989,112.8753341
21/03/2020,London,3.8,1,72,7.1,21.2,15,29,1025.7,2.2,6.5,17.5,9,28/03/2020,43918London,7757,8961989,108.0362117
22/03/2020,London,5.5,1,70,8.1,18.9,16,40,1026.1,1.5,6.6,16,8.2,29/03/2020,43919London,8350,8961989,107.644708
23/03/2020,London,7.3,0,59.2,15.5,14.2,20,48,1026.3,3,6.6,10.9,6.2,30/03/2020,43920London,9194,8961989,110.1077844
24/03/2020,London,6.4,-1.5,52.7,15.5,18.6,19,51,1025.3,2.2,8,8,4,31/03/2020,43921London,10108,8961989,109.941266
25/03/2020,London,7.7,-1.5,56,20.3,18.3,27,65,1024,3,6.7,7.7,4.1,01/04/2020,43922London,11071,8961989,109.5271072
26/03/2020,London,6.4,-1,61.8,13.3,23.2,32,79,1022.9,3,6.4,10.3,5.9,02/04/2020,43923London,12094,8961989,109.2403577
27/03/2020,London,5.5,-0.5,63.3,8.4,31.6,34,78,1023.4,2.2,7.6,15.7,6.2,03/04/2020,43924London,13029,8961989,107.7311063
28/03/2020,London,4.6,1,68.6,4.5,33.1,22,46,1028.5,1.2,6.3,19.7,9.5,04/04/2020,43925London,13746,8961989,105.5031085
29/03/2020,London,6.4,-3,60.4,3.2,30.3,13,24,1037.1,0.8,5,22,11.7,05/04/2020,43926London,14350,8961989,104.3940055
30/03/2020,London,4.9,0.5,74.5,6.6,24.8,11,23,1035.4,0.9,4,12.1,6.2,06/04/2020,43927London,15187,8961989,105.8327526
31/03/2020,London,5.5,1,68.5,8.5,25.4,14,30,1031,1,6,12,6.1,07/04/2020,43928London,16091,8961989,105.9524593
01/04/2020,London,5.7,-1,64.3,14.3,19.7,14,36,1023.5,1.2,7.2,5.6,2.8,08/04/2020,43929London,16923,8961989,105.1705923
02/04/2020,London,5.3,3,68.2,9.9,20.5,10,25,1015.2,1.4,10.3,9.8,5.1,09/04/2020,43930London,17693,8961989,104.5500207
03/04/2020,London,5.5,1.5,63.7,13.7,20.2,14,31,1017.3,1.8,9.5,7,3.5,10/04/2020,43931London,18266,8961989,103.2385689
04/04/2020,London,5,3,68,11.5,21.8,15,46,1019.7,1.3,10.3,8.6,4.3,11/04/2020,43932London,18758,8961989,102.693529
05/04/2020,London,4.8,2.5,46.8,7.1,27.8,15,40,1013.8,1.4,16.3,12.6,7.2,12/04/2020,43933London,19172,8961989,102.2070583
06/04/2020,London,3.7,4.5,59.1,9.9,24.4,13,32,1016.6,1.4,14.1,8.6,4.5,13/04/2020,43934London,19737,8961989,102.9470061
07/04/2020,London,4.4,4.5,65.2,17.3,15.9,20,50,1028,1.5,12.6,7,3,14/04/2020,43935London,20293,8961989,102.8170441
08/04/2020,London,3.8,7.5,66,20.2,16.4,41,93,1024.2,2.5,14.4,6.2,3,15/04/2020,43936London,20847,8961989,102.7300054
09/04/2020,London,4,7,66,19.1,20.5,46,93,1024.5,2.9,13.3,7,3.8,16/04/2020,43937London,21337,8961989,102.3504581
10/04/2020,London,3.7,8,70.8,15.6,17.8,38,88,1024.5,2.7,13.5,9.2,4.1,17/04/2020,43938London,21761,8961989,101.9871585
11/04/2020,London,4,8,58.5,18.5,15.9,30,69,1022,3.2,16.6,4.7,2.5,18/04/2020,43939London,22067,8961989,101.4061854
12/04/2020,London,3.7,6.5,53,10,30.7,25,61,1013.7,2.6,17.6,6.2,2.8,19/04/2020,43940London,22313,8961989,101.1147868
13/04/2020,London,3.2,-1,60.2,3.7,29.7,15,33,1025.9,1.4,8.8,18.6,8.5,20/04/2020,43941London,22689,8961989,101.6851163
14/04/2020,London,3,-1,59.4,8.3,28.6,14,31,1028.4,1.1,7.1,9,4.4,21/04/2020,43942London,23030,8961989,101.5029309
15/04/2020,London,2.8,2.5,65.5,15.4,21.6,27,59,1022.8,1.7,9.7,7.2,3.3,22/04/2020,43943London,23304,8961989,101.1897525
16/04/2020,London,1.4,5,69.7,19.2,17.7,43,97,1016,2.8,12.1,6.7,3.3,23/04/2020,43944London,23623,8961989,101.3688637
17/04/2020,London,3.7,6,73.2,7.7,25.3,19,38,1016.5,1.7,10.6,13.7,6.7,24/04/2020,43945London,23871,8961989,101.0498243
18/04/2020,London,3.7,7,83,8.4,19.8,22,52,1017.2,1.7,9.4,7.2,3.5,25/04/2020,43946London,24031,8961989,100.6702694
19/04/2020,London,3,3,64.6,6.2,26.6,19,41,1019.7,1.6,10.7,11,5.7,26/04/2020,43947London,24122,8961989,100.3786775
20/04/2020,London,1.9,3,57.1,7.4,26.3,21,41,1017,2,12,15.4,7.7,27/04/2020,43948London,24311,8961989,100.7835171
21/04/2020,London,2.8,3,55.5,7.4,26.5,26,44,1016.4,2,13,16.7,8.4,28/04/2020,43949London,24491,8961989,100.7404056
22/04/2020,London,3.2,2.5,54,8.7,26.7,27,54,1019,1.8,14.3,11.8,5.7,29/04/2020,43950London,24742,8961989,101.0248663
23/04/2020,London,2.8,5.5,57.5,12.8,25.2,30,63,1019.1,2.5,13.7,8.1,4.1,30/04/2020,43951London,24997,8961989,101.0306362
24/04/2020,London,2.8,5,62,12.5,27.6,29,62,1016,1.1,12.9,6,2.7,01/05/2020,43952London,25193,8961989,100.7840941
25/04/2020,London,2.6,5,74.2,7.5,28.6,17,45,1014.9,0.7,10,9.7,4.9,02/05/2020,43953London,25320,8961989,100.5041083
26/04/2020,London,2.8,5,64.6,9.2,26.6,17,50,1012.2,0.8,13.3,5,2.7,03/05/2020,43954London,25385,8961989,100.2567141
27/04/2020,London,2.8,6,66,10.7,23.6,23,57,1007,1.7,12.2,5.7,3.1,04/05/2020,43955London,25535,8961989,100.5909001
28/04/2020,London,1.1,7,91.2,8,21.4,9,25,1004.2,1.4,8.3,10.7,4.8,05/05/2020,43956London,25669,8961989,100.5247699
29/04/2020,London,2.2,7,82.8,7.1,19.3,12,29,1001.6,1.5,10.6,7.7,3.6,06/05/2020,43957London,25812,8961989,100.5570922
30/04/2020,London,1.9,6,86.3,6.8,21.9,10,22,995.2,1.7,9.1,9.8,4.3,07/05/2020,43958London,25955,8961989,100.5540059
01/05/2020,London,1.9,5.5,76,8,21.1,10,24,998,1.8,10.5,10.3,5.2,08/05/2020,43959London,26049,8961989,100.3621653
02/05/2020,London,2.8,3,64.2,7.8,24.7,9,23,1010.5,1.3,12,8.6,3.8,09/05/2020,43960London,26109,8961989,100.2303351
03/05/2020,London,2.3,6.5,71.1,9.7,21.8,13,35,1015.6,1,12.7,6.3,3.3,10/05/2020,43961London,26145,8961989,100.1378835
04/05/2020,London,2.2,7,68.5,8.5,26.5,15,38,1019,1.2,12.2,9.8,5,11/05/2020,43962London,26213,8961989,100.260088
05/05/2020,London,3,4,64.7,6,27.1,13,25,1021,1.2,10.5,17.7,8.3,12/05/2020,43963London,26288,8961989,100.2861176
06/05/2020,London,2.8,3.5,71.6,10.1,25.2,19,44,1025,1.1,11.5,10.3,4.8,13/05/2020,43964London,26373,8961989,100.3233414
07/05/2020,London,2.8,6.5,57.2,14.7,27.2,23,56,1022.3,1.4,16,5.7,2.6,14/05/2020,43965London,26459,8961989,100.3260911
08/05/2020,London,2.8,7.5,53.6,13.9,31.6,20,57,1017.7,1.3,18.2,4.5,2,15/05/2020,43966London,26519,8961989,100.2267659
09/05/2020,London,2.8,7.5,50.5,13.5,36.4,30,72,1012.7,1.6,17.7,9.2,4,16/05/2020,43967London,26542,8961989,100.0867303
10/05/2020,London,2.8,7.5,68.5,4.9,29.4,24,52,1008.8,1.3,12.6,17,7,17/05/2020,43968London,26575,8961989,100.1243312
11/05/2020,London,3.7,-1,56,3.6,22.5,12,21,1018.6,1.8,8.1,18.4,7.6,18/05/2020,43969London,26629,8961989,100.2031985
12/05/2020,London,3.7,0,55,9.2,23.1,11,26,1020.4,1.7,11.1,6.7,3.2,19/05/2020,43970London,26677,8961989,100.1802546
13/05/2020,London,3.2,-1,59,5.3,24.3,11,25,1017,1.8,9.7,12,4.9,20/05/2020,43971London,26735,8961989,100.2174158
14/05/2020,London,3.7,0.5,63,6.5,20.3,9,22,1022,1.7,8.8,11.2,5.1,21/05/2020,43972London,26784,8961989,100.1832803
15/05/2020,London,3.7,2.5,52.5,11.7,22.7,14,36,1023.3,1.8,13.4,5.2,2.5,22/05/2020,43973London,26824,8961989,100.1493429
16/05/2020,London,3.2,3,57,8.5,25.3,10,30,1023.8,1.7,13.1,6.2,3.2,23/05/2020,43974London,26834,8961989,100.03728
17/05/2020,London,3.1,4.5,54,8.7,20.8,13,34,1023.3,1.7,15,6.8,3.6,24/05/2020,43975London,26852,8961989,100.0670791
18/05/2020,London,2.8,5,52.2,7.2,23,13,30,1023,1.1,17,9.6,4.4,25/05/2020,43976London,26872,8961989,100.0744823
19/05/2020,London,1.1,10,58.8,9.6,20.7,12,30,1022.7,0.7,19.5,7.3,3.6,26/05/2020,43977London,26900,8961989,100.1041977
20/05/2020,London,2.8,10,52.6,11.7,19.9,14,36,1021,1.1,21.2,6,2.9,27/05/2020,43978London,26933,8961989,100.1226766
21/05/2020,London,2.8,11.5,51.5,12.5,27.5,17,41,1018.8,1.4,21.5,4.6,2.2,28/05/2020,43979London,26959,8961989,100.0965358
22/05/2020,London,2.8,8,55,5.5,25.5,22,41,1014.8,1.4,18.8,12.5,6.2,29/05/2020,43980London,26980,8961989,100.0778961
23/05/2020,London,2.6,4.5,56.9,3.2,22.6,19,34,1021.1,0.7,14.6,16.2,7.5,30/05/2020,43981London,26989,8961989,100.033358
24/05/2020,London,1.1,8,62.6,4.6,23.1,15,38,1029.9,0.3,16.6,11.5,5.6,31/05/2020,43982London,26989,8961989,100
25/02/2020,Manchester,,,90,10.2,20.3,9,20,993,1.5,3.4,7.1,2.2,03/03/2020,43893Manchester,1,552858,0
26/02/2020,Manchester,,,85.7,8.7,19.4,10,24,1001.8,1.8,3.3,7.7,3,04/03/2020,43894Manchester,2,552858,200
27/02/2020,Manchester,,,83,12.1,16.7,13,28,1002,1.9,3.3,5.9,3.1,05/03/2020,43895Manchester,4,552858,200
02/03/2020,Manchester,,,85,13.9,14.6,13,27,986.9,3.6,3.3,4.6,2.7,09/03/2020,43899Manchester,6,552858,150
03/03/2020,Manchester,,,,14.2,17.4,18,45,,3.2,,,,10/03/2020,43900Manchester,7,552858,116.6666667
04/03/2020,Manchester,,,80.1,23.8,5.9,20,49,1004.5,3.7,6.2,1.1,0.3,11/03/2020,43901Manchester,8,552858,114.2857143
06/03/2020,Manchester,,,83,24.3,5,35,53,1005.3,3.8,4.8,1.7,1,13/03/2020,43903Manchester,15,552858,187.5
08/03/2020,Manchester,,,86,6.4,20.4,11,21,999.4,5.2,8.8,10.5,4.4,15/03/2020,43905Manchester,18,552858,120
09/03/2020,Manchester,,,88.8,7.4,16.6,14,35,1004.7,4.1,6.7,12,5.8,16/03/2020,43906Manchester,24,552858,133.3333333
10/03/2020,Manchester,,,88.6,7.6,16.2,10,14,998,5.6,10.5,11.6,5.6,17/03/2020,43907Manchester,28,552858,116.6666667
11/03/2020,Manchester,,,80.5,9.2,17.3,13,26,1004.2,5.2,8.3,9.4,3.8,18/03/2020,43908Manchester,31,552858,110.7142857
12/03/2020,Manchester,,,71.2,6,22.7,15,26,1003.2,4.8,6.1,14.3,6,19/03/2020,43909Manchester,35,552858,112.9032258
13/03/2020,Manchester,,,79,11.9,18,13,26,1015.4,4.4,6.9,6,2.4,20/03/2020,43910Manchester,39,552858,111.4285714
14/03/2020,Manchester,,,80,8.7,14.4,11,27,1009,5.7,9.9,8.2,3.7,21/03/2020,43911Manchester,42,552858,107.6923077
15/03/2020,Manchester,,,78.1,4.9,23.3,10,23,1002.6,6,8.6,7.4,3.1,22/03/2020,43912Manchester,46,552858,109.5238095
16/03/2020,Manchester,,,68.1,9.2,18.2,16,31,1019.3,5.8,8.4,6,2.6,23/03/2020,43913Manchester,58,552858,126.0869565
17/03/2020,Manchester,,,73.2,6.4,18.8,11,12,1020.2,6.7,11.5,7.5,3.2,24/03/2020,43914Manchester,67,552858,115.5172414
18/03/2020,Manchester,,,86.7,9.5,19.7,9,21,1023.9,6.1,6.6,4,1.6,25/03/2020,43915Manchester,81,552858,120.8955224
19/03/2020,Manchester,,,80,17,11.4,19,43,1027.7,5.8,6.3,2.6,0.7,26/03/2020,43916Manchester,103,552858,127.1604938
20/03/2020,Manchester,,,72.1,9.4,17.9,18,32,1031.8,5.7,5.5,8,2.6,27/03/2020,43917Manchester,117,552858,113.592233
21/03/2020,Manchester,,,70,5.5,20.6,16,30,1028.4,5,4.7,9,3,28/03/2020,43918Manchester,148,552858,126.4957265
22/03/2020,Manchester,,,68.2,7.4,21,19,45,1028.3,5.8,4.1,4.1,1.6,29/03/2020,43919Manchester,171,552858,115.5405405
23/03/2020,Manchester,,,60.2,15.9,14.3,24,53,1025.1,6,7.4,5.1,1.6,30/03/2020,43920Manchester,195,552858,114.0350877
24/03/2020,Manchester,,,67,12.4,17.7,31,72,1022,6.5,11.9,7.2,3.3,31/03/2020,43921Manchester,228,552858,116.9230769
25/03/2020,Manchester,,,53.5,14.8,16.7,31,68,1023,7.3,10.2,2.8,1,01/04/2020,43922Manchester,257,552858,112.7192982
26/03/2020,Manchester,,,55.7,17.4,18.4,36,91,1024.6,7.5,8.7,4.1,1.6,02/04/2020,43923Manchester,291,552858,113.229572
27/03/2020,Manchester,,,62.5,11.8,28.3,37,89,1027.1,2.5,6.1,6,2.7,03/04/2020,43924Manchester,321,552858,110.3092784
28/03/2020,Manchester,,,72.1,4.2,27.8,21,26,1033.9,1.4,6.2,10.3,4.5,04/04/2020,43925Manchester,361,552858,112.4610592
29/03/2020,Manchester,,,63,3.2,28.7,12,23,1042.8,0.9,4.1,9,4.1,05/04/2020,43926Manchester,397,552858,109.9722992
30/03/2020,Manchester,,,72.1,8.3,24.1,14,21,1038.1,1.4,3.3,4,1.9,06/04/2020,43927Manchester,470,552858,118.3879093
31/03/2020,Manchester,,,76.4,7.8,24,12,17,1034.1,1.5,7.2,3.5,0.8,07/04/2020,43928Manchester,529,552858,112.5531915
01/04/2020,Manchester,,,80.2,6,28.1,13,24,1023.3,1.7,6.9,5,2.5,08/04/2020,43929Manchester,582,552858,110.0189036
02/04/2020,Manchester,,,84,3.8,28.7,13,35,1013.6,2.3,7.7,10.9,4.4,09/04/2020,43930Manchester,645,552858,110.8247423
03/04/2020,Manchester,,,75,5.1,27.6,17,31,1016,2.6,8.1,5.2,2.2,10/04/2020,43931Manchester,681,552858,105.5813953
04/04/2020,Manchester,,,71.6,6,23,12,25,1017.2,2.7,9.8,5.6,2.8,11/04/2020,43932Manchester,723,552858,106.1674009
05/04/2020,Manchester,,,52.5,4,33,14,34,1010.3,3.2,15.5,8.8,4.5,12/04/2020,43933Manchester,760,552858,105.1175657
06/04/2020,Manchester,,,68.2,3.2,26.2,13,26,1013.3,3.3,12.3,10.4,4.5,13/04/2020,43934Manchester,800,552858,105.2631579
07/04/2020,Manchester,,,67.4,7.8,15.1,19,39,1027.7,0.7,11.1,4.7,2.5,14/04/2020,43935Manchester,850,552858,106.25
08/04/2020,Manchester,,,67.8,10.6,21.9,23,51,1024.9,1.1,12.6,3,1.2,15/04/2020,43936Manchester,880,552858,103.5294118
09/04/2020,Manchester,,,71.6,8.7,20.5,19,46,1025.2,1.3,12.5,6,3.9,16/04/2020,43937Manchester,895,552858,101.7045455
10/04/2020,Manchester,,,62.6,8.3,28.9,31,76,1023.8,1.5,16.6,3.4,1.4,17/04/2020,43938Manchester,910,552858,101.6759777
11/04/2020,Manchester,,,71.2,6.4,26.9,30,71,1021.4,1.8,14.6,4.9,2.4,18/04/2020,43939Manchester,939,552858,103.1868132
12/04/2020,Manchester,,,80.6,6,21.9,20,58,1014.7,2.1,10.4,7.7,3.3,19/04/2020,43940Manchester,958,552858,102.0234292
13/04/2020,Manchester,,,61,3.2,29.8,16,34,1029.2,1.7,7.1,8.5,3.2,20/04/2020,43941Manchester,989,552858,103.2359081
14/04/2020,Manchester,,,62.4,7.8,26.6,20,48,1029,1.4,7.5,2.2,0.8,21/04/2020,43942Manchester,1017,552858,102.8311426
15/04/2020,Manchester,,,61,13.3,21.1,27,64,1022.9,2.3,11,2.5,0.8,22/04/2020,43943Manchester,1041,552858,102.359882
16/04/2020,Manchester,,,54.1,10.1,30,29,64,1016.4,2.6,12,6,3.7,23/04/2020,43944Manchester,1062,552858,102.0172911
17/04/2020,Manchester,,,69.5,5.1,27.3,25,52,1018.6,2.6,9,9.3,3.7,24/04/2020,43945Manchester,1091,552858,102.7306968
18/04/2020,Manchester,,,73,6.3,23.8,17,32,1019.4,2.7,8.3,6,2.2,25/04/2020,43946Manchester,1105,552858,101.2832264
19/04/2020,Manchester,,,57.8,4.3,31,20,26,1022.2,3,9.1,7.6,3.1,26/04/2020,43947Manchester,1122,552858,101.5384615
20/04/2020,Manchester,,,63.6,4.6,30,19,34,1022.1,3,9,10.2,4.1,27/04/2020,43948Manchester,1135,552858,101.1586453
21/04/2020,Manchester,,,67.5,5.1,30.3,25,40,1020.9,3.6,10.1,9.8,4,28/04/2020,43949Manchester,1158,552858,102.0264317
22/04/2020,Manchester,,,66.1,6.9,30.8,29,53,1022.7,4.2,11.6,7,3.4,29/04/2020,43950Manchester,1175,552858,101.4680484
23/04/2020,Manchester,,,60.5,8.7,28.6,26,51,1021.6,4.5,13.7,6.1,2,30/04/2020,43951Manchester,1192,552858,101.4468085
24/04/2020,Manchester,,,53,10.2,32.1,25,52,1016.3,4.5,13.4,4.1,1.3,01/05/2020,43952Manchester,1208,552858,101.3422819
25/04/2020,Manchester,,,59.3,6.4,27,22,58,1014.6,4.4,14.4,4.5,1.4,02/05/2020,43953Manchester,1222,552858,101.1589404
26/04/2020,Manchester,,,67.6,5.5,35,29,74,1010.9,5.2,12.5,4.6,2.2,03/05/2020,43954Manchester,1231,552858,100.7364975
27/04/2020,Manchester,,,65.5,5.5,27.9,11,13,1007.6,3.2,10.6,4.7,1,04/05/2020,43955Manchester,1247,552858,101.2997563
28/04/2020,Manchester,,,76,8.4,22,12,23,1006.2,2.2,8.3,6,2,05/05/2020,43956Manchester,1273,552858,102.085004
29/04/2020,Manchester,,,86.8,8.7,19.7,9,17,999.3,2.3,8,5.5,2,06/05/2020,43957Manchester,1297,552858,101.8853103
30/04/2020,Manchester,,,80,5.5,22.9,9,14,990.1,3.3,8.3,11.2,3.6,07/05/2020,43958Manchester,1314,552858,101.310717
01/05/2020,Manchester,,,83.6,4.6,22.6,8,17,996.8,3.6,8.7,8.5,3.3,08/05/2020,43959Manchester,1325,552858,100.8371385
02/05/2020,Manchester,,,78.6,3.7,25.7,9,19,1009.8,3.8,9.9,6,2.8,09/05/2020,43960Manchester,1336,552858,100.8301887
03/05/2020,Manchester,,,71,6.9,20.6,13,37,1015.5,3.7,11.9,2.8,1,10/05/2020,43961Manchester,1351,552858,101.1227545
04/05/2020,Manchester,,,72.6,6.4,25.7,17,48,1020.9,3.7,11.1,10,4.4,11/05/2020,43962Manchester,1367,552858,101.1843079
05/05/2020,Manchester,,,62.1,5,28.1,14,23,1022.8,4,9.8,10.4,3.8,12/05/2020,43963Manchester,1383,552858,101.1704462
06/05/2020,Manchester,,,56.7,7.4,27.7,15,25,1025.6,3.8,11.2,5.5,1.8,13/05/2020,43964Manchester,1399,552858,101.1569053
07/05/2020,Manchester,,,60,10.6,29.2,23,52,1021.5,3.4,15.5,3.9,1.3,14/05/2020,43965Manchester,1404,552858,100.3573981
08/05/2020,Manchester,,,72.2,6.4,24,20,53,1017.6,1.9,14.8,3.2,1.5,15/05/2020,43966Manchester,1416,552858,100.8547009
09/05/2020,Manchester,,,58.7,6,24.9,17,24,1013.5,2.3,18,3.7,1.1,16/05/2020,43967Manchester,1441,552858,101.7655367
10/05/2020,Manchester,,,69,2.8,27,13,24,1014.3,2.5,9.7,15.3,6.6,17/05/2020,43968Manchester,1459,552858,101.2491325
11/05/2020,Manchester,,,61.1,4.6,24.9,12,19,1024,1.9,6.6,10.9,3.7,18/05/2020,43969Manchester,1477,552858,101.2337217
12/05/2020,Manchester,,,75.4,8.7,24.4,14,27,1020.3,1.8,8.2,6,2.8,19/05/2020,43970Manchester,1499,552858,101.4895058
13/05/2020,Manchester,,,61.3,5.7,24,9,15,1019.6,2.1,7.4,6.9,1.9,20/05/2020,43971Manchester,1516,552858,101.1340894
14/05/2020,Manchester,,,67.5,7.4,26.7,11,23,1023.8,2.1,8.8,4.8,2,21/05/2020,43972Manchester,1523,552858,100.4617414
15/05/2020,Manchester,,,74.5,6.4,28.7,12,25,1024.2,2.7,10,6.3,3,22/05/2020,43973Manchester,1531,552858,100.5252791
16/05/2020,Manchester,,,70.2,4.6,28,12,25,1023.5,2.2,11.4,5.5,3.1,23/05/2020,43974Manchester,1536,552858,100.3265839
17/05/2020,Manchester,,,68.8,3.7,26,10,27,1021.9,2.5,13.7,6.1,2.6,24/05/2020,43975Manchester,1543,552858,100.4557292
18/05/2020,Manchester,,,76,6.8,21.2,12,24,1021.3,2.7,13.8,5.6,2,25/05/2020,43976Manchester,1556,552858,100.8425146
19/05/2020,Manchester,,,80,6.4,20.1,11,24,1021.8,3.7,14.5,4.6,1.6,26/05/2020,43977Manchester,1567,552858,100.7069409
20/05/2020,Manchester,,,65.5,8.7,19.5,20,53,1019.7,4.9,18.5,5.5,2,27/05/2020,43978Manchester,1569,552858,100.1276324
21/05/2020,Manchester,,,59.4,7.8,27.3,20,43,1017.7,5.4,17.7,4.6,2,28/05/2020,43979Manchester,1577,552858,100.5098789
22/05/2020,Manchester,,,58.8,2.8,25.2,21,39,1009.2,5.2,15.5,18.7,8,29/05/2020,43980Manchester,1578,552858,100.0634115
23/05/2020,Manchester,,,62.6,2,26.2,20,29,1015.3,5.2,13.1,17.1,8,30/05/2020,43981Manchester,1578,552858,100
